Recipe Name,Ingredients,Link
bajra matar ki khichdi  gluten free breakfast recipe,"bajra flour , moong dal , oil, mustard seeds , cumin seeds , asafoetida , onion, tomato, potato , carrot , green peas , red chilli powder, ginger garlic paste, coriander powder , garam masala powder, turmeric powder , salt, coriander leaves, lemon",https://www.archanaskitchen.com/bajra-matar-ki-khichdi-gluten-free-breakfast-recipe
pineapple cucumber salad recipe with lemon dressing,"pineapple, cucumbers, coriander leaves, lemon zest, lemon, salt, black pepper powder",https://www.archanaskitchen.com/pineapple-cucumber-salad-recipe-with-lemon-dressing
fusion style paneer malai makhani recipe,"paneer , onion, tomatoes, ginger garlic paste, coconut milk, water, coriander powder , black pepper powder, red chilli powder, turmeric powder , kokum  malabar tamarind , coconut oil, cumin seeds , curry leaves, whole black peppercorns, methi seeds , coriander leaves",https://www.archanaskitchen.com/fusion-style-paneer-malai-makhani-recipe
spinach pizza with sun dried tomatoes   feta cheese,"whole wheat flour, active dry yeast, honey, salt, sun dried tomatoes, tomato basil pasta sauce, spinach leaves , garlic, extra virgin olive oil, salt and pepper, feta cheese, mozzarella cheese",https://www.archanaskitchen.com/spinach-mushroom-and-onion-pizza-with-sun-dried-tomatoes
andhra gongura pachadi recipe   andhra style sorrel leaves chutney,"dry red chilli, coriander seeds, methi seeds , sorrel leaves ,gingelly  oil, mustard seeds , urad dal , dry red chilli, garlic",https://www.archanaskitchen.com/andhra-gongura-pachadi-andhra-style-sorrel-leaves-chutney
lehsuni methi paneer recipe   garlic methi paneer curry,"paneer , fenugreek leaves , curd , fresh cream, garam masala powder, cardamom powder , salt, ghee, cashew nuts, garlic, green chilli, ginger",https://www.archanaskitchen.com/lehsuni-methi-paneer-recipe-paneer-curry-flavoured-with-fenugreek-and-garlic
french crullers recipe,"all purpose flour , eggs, egg white, butter  salted , salt, lukewarm water, oil, honey, icing sugar, milk",https://www.archanaskitchen.com/french-crullers-recipe
carrot cake overnight oats recipe,"almond milk , hung curd  greek curd , vanilla extract,carrot , cinnamon powder  dalchini , salt, nutmeg powder, chia seeds, honey, dessicated coconut, rolled oats, mixed nuts, granola",https://www.archanaskitchen.com/carrot-cake-overnight-oats-recipe
brunch omelette torte recipe,"all purpose flour , butter  unsalted , salt, water, chicken ham, cheddar cheese, sweet potatoes, onion, salt, black pepper powder, eggs, parsley leaves, butter  salted , eggs",https://www.archanaskitchen.com/brunch-omelet-torte-recipe
loaded breakfast burrito with crispy bacon   sausage,"tortillas, chicken sausage, cheddar cheese, bacon, eggs, butter  salted , milk, tomato, onions, pickled jalapenos, coriander leaves, salt, veeba chilli oregano sauce, lemon juice",https://www.archanaskitchen.com/loaded-breakfast-burrito-with-crispy-bacon-sausage
goan shepeche polle recipe,"rice, black urad dal  whole , dill leaves, coconut, jaggery, salt, ghee",https://www.archanaskitchen.com/goan-shepeche-polle-recipe-dill-leaves-pancake
ghoogri recipe   jowar upma,"jowar seeds, green bell peppers , green peas , carrot , onions, cumin seeds , green chilli, garlic, ginger, garam masala powder, lemon juice, sugar, salt, ghee, water, coriander leaves",https://www.archanaskitchen.com/ghoogri-recipe
kerala style tapioca with coconut curd chutney recipe,"tapioca root, fresh coconut, shallots, green chilli, hung curd  greek curd , salt",https://www.archanaskitchen.com/tapioca-with-coconut-curd-chutney-recipe
maharashtrian anarsa recipe,"rice, jaggery, milk, ripe bananas, poppy seeds, oil, salt",https://www.archanaskitchen.com/maharashtrian-anarsa-recipe
avarekalu kadubu recipe  hyacinth beans steamed dumplings,"rice rava, avarekalu   lilva beans, green chilli, curry leaves, cumin seeds , salt",https://www.archanaskitchen.com/avarekalu-kadubu-recipe-hyacinth-beans-steamed-dumplings
assamese poita bhat with aloo pitika recipe,"cooked rice, curd , onions, green chilli, salt, potatoes  aloo , turmeric powder , mustard oil, green chilli, salt",https://www.archanaskitchen.com/assamese-poita-bhat-with-aloo-pitika-recipe
mangalore style southe gatti southekayi kadubu recipe  steamed cucumber dumplings,"idli rice, fresh coconut, cucumber, sugar, salt",https://www.archanaskitchen.com/mangalore-style-southe-gatti-southekayi-kadubu-recipe-steamed-cucumber-dumplings
semolina vegetable chilla recipe,"sooji  semolina  rava , whole wheat flour, water, onion, tomato, curd , carrot , raw papaya, cabbage , green bell peppers , green chilli, coriander leaves, black pepper powder, salt, extra virgin olive oil",https://www.archanaskitchen.com/semolina-vegetable-chila-recipe
aubergine in spicy peanut sauce recipe,"eggplant , raw peanuts , fresh coconut, galangal, ginger, coriander leaves, green chilli, oil, salt",https://www.archanaskitchen.com/aubergine-in-spicy-peanut-sauce-recipe
khajur satori recipe  dates flatbread,"dates, dry coconut  kopra , poppy seeds, milk powder, cardamom powder , whole wheat flour, ghee, milk, salt",https://www.archanaskitchen.com/khajur-satori-recipe-dates-flatbread
mangalorean style kayi vade recipe  coconut and rice flour fried bread recipe,"rice flour, green chilli, curry leaves, salt, fresh coconut, dry red chilli, coriander seeds, carom seeds , oil",https://www.archanaskitchen.com/mangalorean-style-kayi-vade-recipe-coconut-and-rice-flour-fried-bread-recipe
banana almond butter bread recipe,"ripe bananas, whole egg, sugar, almond butter, vivatta maida, almond meal  badam powder , baking powder, baking soda, cinnamon powder  dalchini , salt, vanilla extract, slivered almond  badam , chocolate ganache",https://www.archanaskitchen.com/banana-almond-butter-bread-recipe
begun basanti recipe   eggplant in mustard curd curry,"eggplant , poppy seeds, yellow mustard seeds, curd , green chilli, ginger, turmeric powder , cumin powder , red chilli powder, sugar, salt, mustard oil",https://www.archanaskitchen.com/begun-basanti-recipe-eggplant-in-mustard-curd-curry
potato and cauliflower in peanut curry recipe,"cauliflower  , potatoes  aloo , raw peanuts , green chilli, mustard seeds , bay leaf , tomatoes, ginger, gram flour  besan , curd , coriander powder , red chilli powder, turmeric powder , cumin powder , garam masala powder, salt, coriander leaves, oil",https://www.archanaskitchen.com/potato-cauliflower-in-peanut-curry-recipe
pasi paruppu masiyal recipe green moong dal curry recipe,"green moong dal  whole , green chilli, tamarind water, turmeric powder , water, salt, coriander leaves, ghee, mustard seeds , dry red chilli, asafoetida , curry leaves",https://www.archanaskitchen.com/pasi-paruppu-masiyal-recipe-green-moong-dal-curry-recipe
drumstick dal recipe,"toor dal , drumstick, onion, tomatoes, green chilli, kashmiri red chilli powder, turmeric powder , salt, ghee, asafoetida , mustard seeds , curry leaves, dry red chilli",https://www.archanaskitchen.com/drumstick-dal-recipe
varan bhaat recipe   maharashtrian dal recipe,"toor dal , green chilli, fresh coconut, cumin seeds , turmeric powder , salt, ghee, asafoetida , cumin seeds",https://www.archanaskitchen.com/maharashtrian-varan-bhaat-recipe-simple-quick-lentil-dish
spicy paneer bhurji pav sandwich recipe   breakfast recipe,"oil, ginger, green chilli, onion, tomato, turmeric powder , red chilli powder, paneer , coriander leaves, salt, pav buns",https://www.archanaskitchen.com/spicy-paneer-bhurji-pav-sandwich-recipe-spiced-cottage-cheese-bun-sandwich
chocolate dipped eggless coconut macaroon recipe,"dessicated coconut, condensed milk, cardamom seeds, milk chocolate, extra virgin olive oil",https://www.archanaskitchen.com/chocolate-dipped-eggless-coconut-macaroon-recipe
financiers recipe   french almond tea cake,"all purpose flour , almond meal  badam powder , icing sugar, salt, vanilla extract, egg white, butter  salted , butter  salted",https://www.archanaskitchen.com/financiers-recipe-french-almond-tea-cake
ice cream tea float recipe,"tea monk oolong tea, honey, vanilla ice cream, soda water",https://www.archanaskitchen.com/ice-cream-tea-float-recipe
frozen strawberry souffle recipe,"strawberries, sugar, lemon juice, gelatin, water, heavy whipping cream",https://www.archanaskitchen.com/frozen-strawberry-souffle
nutty pineapple tutti frutti cake recipe  white fruitcake,"all purpose flour , baking powder, sugar, butter  salted , eggs, salt, tutti frutti, mixed nuts, canned pineapple  preserved   tinned , milk, vanilla extract",https://www.archanaskitchen.com/nutty-pineapple-tutti-frutti-cake-recipe-white-fruitcake
mughlai aloo lajawab recipe   mughlai aloo sabzi recipe,"potatoes  aloo , onion, tomatoes, cashew nuts, garlic, ginger, milk, carom seeds , kashmiri red chilli powder, coriander powder , turmeric powder , garam masala powder, fresh cream, fenugreek leaves , oil, ghee, salt",https://www.archanaskitchen.com/mughlai-aloo-lajawab-recipe-mughlai-aloo-sabzi-recipe
idli tikka recipe with sambar,"idli dosa batter, oil, mustard seeds ,  urad dal , curry leaves, salt, green bell peppers , yellow bell pepper  capsicum , red bell pepper  capsicum , salt, oil, toor dal , tamarind water, turmeric powder , sambar powder, pearl onions  sambar onions , bottle gourd , drumstick, tomato, oil, mustard seeds , curry leaves, bay leaf , kashmiri dry red chilli",https://www.archanaskitchen.com/idli-tikka-recipe-with-sambar
baingan bharta recipe   smoked roasted eggplant with green chilli and ginger,"eggplant , ginger, onion, tomato, green chilli, turmeric powder , garam masala powder, coriander powder , ghee, red chilli powder, salt, coriander leaves",https://www.archanaskitchen.com/baingan-bharta-smoked-roasted-eggplant-with-green-chillies-and-ginger
orange mocktail recipe,"fresh orange juice, lemon juice, sprite, sugar, mint leaves , ice cubes, salt",https://www.archanaskitchen.com/orange-mocktail-recipe
gujarati kadhi recipe   sweet and spicy gujarati kadhi,"curd , gram flour  besan , turmeric powder , jaggery, salt, cumin seeds , mustard seeds , cinnamon stick , ginger, green chilli, ghee, curry leaves, coriander leaves, green peas",https://www.archanaskitchen.com/gujarati-kadhi-sweet-and-spicy-curd-curry
peanut butter chocolate oatmeal bars recipe,"peanut butter, honey, extra virgin olive oil, fresh coconut, instant oats  oatmeal , dry fruits, dark chocolate chips, vanilla extract",https://www.archanaskitchen.com/peanut-butter-and-chocolate-oatmeal-bars
andhra style aratikaya vepudu recipe   raw banana dry sabzi,"raw banana, turmeric powder , red chilli powder, rasam powder, sesame powder, salt, oil, mustard seeds ,  urad dal , garlic, curry leaves",https://www.archanaskitchen.com/andhra-style-aratikaya-vepudu-recipe-raw-banana-dry-sabzi
shredded chicken tostadas recipe,"tortillas, oil, boneless chicken, black pepper powder, salt, lemon juice, extra virgin olive oil, refried beans, iceberg lettuce, red radish, onion, guacamole, tomato salsa, sour cream",https://www.archanaskitchen.com/shredded-chicken-tostadas-recipe
turmeric milk recipe   haldi doodh   golden milk,"fresh turmeric root, milk, honey, black pepper powder",https://www.archanaskitchen.com/turmeric-milk-recipe-haldi-doodh
ragi rava idli recipe   steamed high protein finger millet idli,"ragi flour  finger millet  nagli , sooji  semolina  rava , curd , ginger, enos fruit salt,gingelly  oil,gingelly  oil, mustard seeds ,  urad dal , curry leaves",https://www.archanaskitchen.com/ragi-rava-idli-savory-steamed-millet-cakes
ribs with guava barbecue sauce recipe,"lamb ribs, sugar, kosher salt, mustard seeds , chinese   spice powder, black pepper powder, cinnamon powder  dalchini , clove powder  laung , vinegar, lemon juice, guava puree, apple cider vinegar, tomato puree, lemon juice, soy sauce, worcestershire sauce, ginger, spring onion , garlic, water, salt, black pepper powder, red chilli flakes",https://www.archanaskitchen.com/ribs-with-guava-barbecue-sauce-recipe
eggless easy chocolate cake recipe   vegan option,"butter  salted , brown sugar , baking powder, cocoa powder, all purpose flour , ragi flour  finger millet  nagli , milk, flax seed powder  flax meal , chilled water",https://www.archanaskitchen.com/vegan-eggless-chocolate-cake-using-flax-meal-egg-replacer
sweet   spicy stuffed paneer in kofta curry recipe,"paneer , green chilli, ginger, sultana raisins, cashew nuts, whole almond  badam , pistachios, turmeric powder , gram flour  besan , salt, cardamom powder , oil, bay leaf , cardamom seeds, cinnamon stick , cloves , mace  javitri , star anise, tomato puree, ginger, garlic, onion, coriander powder , red chilli powder, turmeric powder , cashew nuts, curd , salt, fenugreek leaves , honey, fresh cream",https://www.archanaskitchen.com/sweet-spicy-stuffed-paneer-in-kofta-curry-recipe
tomato onion cucumber raita recipe,"hung curd  greek curd , cucumber, tomatoes, onion, green chilli, cumin powder , salt",https://www.archanaskitchen.com/tomato-onion-cucumber-raita
gurellu chutney podi recipe,"kala jeera, raw peanuts , garlic, dry red chilli, red chilli powder, curry leaves, tamarind, oil",https://www.archanaskitchen.com/gurellu-chutney-podi-recipe-niger-seeds-chutney-recipe
uchellu chutney recipe,"kala jeera, fresh coconut, dry red chilli, garlic, coriander leaves, sugar, salt,gingelly  oil, mustard seeds , curry leaves, dry red chilli",https://www.archanaskitchen.com/uchellu-chutney-recipe-niger-seeds-chutney
crispy and spicy chilli chicken recipe   indian style,"chicken, salt, turmeric powder , coriander leaves, green chilli, cinnamon stick , cloves , cumin seeds , garlic, ginger, onion, curry leaves, curd , corn flour, all purpose flour , egg white, oil",https://www.archanaskitchen.com/crispy-and-spicy-chilli-chicken-recipe
roasted eggplant   olive lasagna recipe,"lasagna sheets, black olives, tomato basil pasta sauce, basil leaves, paneer , parmesan cheese, mozzarella cheese, red bell pepper  capsicum , eggplant , onion, garlic, dried oregano",https://www.archanaskitchen.com/roasted-eggplant-lasagna-in-marinara-sauce
bhel puri with raw mango recipe,"puffed rice, onion, tomato, mango  raw , coriander leaves, raw peanuts , moong dal , lahsun ki chutney  red garlic chutney , green chutney  coriander   mint , sweet chutney  date   tamarind , salt",https://www.archanaskitchen.com/bhel-puri-with-raw-mango-recipe
roasted tomato basil pasta   pizza sauce recipe,"tomatoes, garlic, onion, extra virgin olive oil, salt, sugar, red chilli flakes",https://www.archanaskitchen.com/roasted-tomato-basil-pasta-sauce-recipe
eggless chocolate banana cake recipe,"butter  unsalted , caster sugar, dark chocolate, vivatta maida, baking powder, salt, baking soda, ripe bananas, chocolate chips, flax seed powder  flax meal , chilled water, chilled water",https://www.archanaskitchen.com/chocolate-banana-cake-recipe-with-eggless-egg-free-option
ragi kuzhi paniyaram recipe with ragi dosa batter,"ragi dosa battter, fresh coconut,carrot , onion, green chilli, curry leaves, mustard seeds , salt, oil",https://www.archanaskitchen.com/kuzhi-paniyaram
chocolate salted caramel tart recipe,"all purpose flour , sugar, butter  salted , whole egg, water, sugar, water, butter  salted , heavy whipping cream, heavy whipping cream, dark chocolate, sea salt",https://www.archanaskitchen.com/chocolate-salted-caramel-tart-recipe
roti gambang recipe  indonesian bread recipe,"all purpose flour , whole wheat bread crumbs, sugar, milk powder, lukewarm water, salt, baking soda, baking powder, cinnamon powder  dalchini , vanilla extract, egg yolks, butter  salted , sesame seeds",https://www.archanaskitchen.com/roti-gambang-recipe-indonesian-bread-recipe
orange curd cake recipe,"all purpose flour , sugar, baking powder, baking soda, curd , oil, orange zest  rind , fresh orange juice, whole egg, vanilla extract, caster sugar, butter  salted",https://www.archanaskitchen.com/orange-curd-cake-recipe
herbed spaghetti with cheese balls in tomato basil sauce,"potatoes  aloo , onion, green capsicum, carrot , corn flour, mixed herbs  dried , salt, britannia cheese cubes, whole wheat bread crumbs, oil, extra virgin olive oil, garlic, onion, tomato puree, fresh cream, basil leaves, cumin powder , red chilli powder, salt, sugar, extra virgin olive oil, garlic, durum wheat spaghetti pasta, mixed herbs  dried , red chilli flakes",https://www.archanaskitchen.com/spaghetti-in-tomato-basil-sauce-and-veg-oat-balls
tiramisu gingerbread cupcake recipe,"eggs, oil, brown sugar , curd , honey, whole wheat flour, cocoa powder, cinnamon powder  dalchini , dry ginger powder, baking powder, salt, mascarpone cheese, icing sugar, baileys irish cream",https://www.archanaskitchen.com/gingerbread-cupcakes-with-tiramisu-frosting
kaju pakoda recipe  cashew nut fritters,"cashew nuts, gram flour  besan , rice flour, red chilli powder, ginger garlic paste, mint leaves , fennel seeds , oil, salt",https://www.archanaskitchen.com/kaju-pakoda-recipe-cashew-nut-fritters
mushroom masala cheese omelette recipe,"eggs, mushrooms, onion, green chilli, tomato, black olives, cheese, coriander leaves, salt and pepper, oil",https://www.archanaskitchen.com/mushroom-masala-cheese-omelette-recipe
garlic   ginger spiced potato wedges recipe  baked,"potatoes  aloo , extra virgin olive oil, ginger garlic paste, red chilli flakes, italian seasoning, dried thyme leaves, water",https://www.archanaskitchen.com/garlic-ginger-spiced-potato-wedges-recipe-baked
eggless strawberry  rose and pistachio cake recipe,"whole wheat flour, all purpose flour , caster sugar, buttermilk, baking powder, butter  salted , vanilla extract, strawberries, pistachios, rose petals, salt, water",https://www.archanaskitchen.com/eggless-strawberry-rose-and-pistachio-cake-recipe-eggless-egg-free
baked samosa pinwheels recipe,"vivatta maida, sooji  semolina  rava , salt, oil, water, raw banana, green peas , green chilli, coriander leaves, cumin seeds , turmeric powder , red chilli powder, garam masala powder, dry mango powder , salt, sesame seeds , oil",https://www.archanaskitchen.com/baked-samosa-pinwheels-recipe
bleskivers recipe  danish chocolate pancake puffs,"all purpose flour , instant oats  oatmeal , cocoa powder, dark chocolate chips, whole egg, sea salt, vanilla extract, cinnamon powder  dalchini , cayenne pepper, sugar, butter  salted , milk, butter  salted , caster sugar",https://www.archanaskitchen.com/mexicano-chocolate-aebleskivers-recipe-danish-chocolate-pancake-puffs
fruit sandwich recipe,"whole wheat brown bread, ripe bananas, pineapple, apple, jam",https://www.archanaskitchen.com/fruit-sandwich-recipe
cranberry cookie recipe,"all purpose flour , butter  unsalted , caster sugar, eggs, cranberries, vanilla extract, salt",https://www.archanaskitchen.com/cranberry-cookies-recipe
classic chettinad seepu seedai recipe,"rice flour, urad dal flour, butter  unsalted , coconut milk, salt, oil",https://www.archanaskitchen.com/classic-chettinad-seepu-seedai
muhammara recipe   roasted red bell pepper   walnut dip,"red bell pepper  capsicum , walnuts, cumin powder , red chilli flakes, jaggery, lemon juice, extra virgin olive oil, whole wheat bread crumbs, salt",https://www.archanaskitchen.com/muhammara-recipe-roasted-red-bell-pepper-walnut-dip
stuffed pita recipe with tandoori mayo chickpeas  pickled onions and vegetables,"garlic,  white chickpeas , parsley leaves, red chilli powder, del monte tandoori mayo, red bell pepper  capsicum , green bell peppers , onion, mini pita breads, onions, vinegar, salt, black pepper powder, iceberg lettuce, parsley leaves, extra virgin olive oil, butter  salted",https://www.archanaskitchen.com/tandoori-mayo-chickpea-stuffed-pita-recipe-with-pickled-onions-and-vegetables
vegetable manchurian balls in hot and spicy garlic sauce,"potatoes  aloo , cabbage , carrot , green bell peppers , onion, corn flour, black pepper powder, salt, oil, corn flour, water, soy sauce, honey, red chilli sauce,gingelly  oil, garlic, green chilli, ginger, spring onion , salt, hakka noodles, oil, onions, spring onion , ginger, carrot, green bell peppers , cabbage , green beans, black pepper powder, soy sauce, red chilli sauce, chilli vinegar, spring onion greens, salt",https://www.archanaskitchen.com/vegetable-manchurian-balls-in-hot-and-spicy-garlic-sauce
kung pao tofu with vegetables recipe,"corn flour, soy sauce, green bell peppers , honey, water,gingelly  oil, garlic, ginger, dry red chilli, spring onion greens, red bell pepper  capsicum , green bell peppers , roasted peanuts  moongphali , black pepper corns, tofu, salt, cooked rice, green beans, green bell peppers , carrot, spring onion , ginger, black pepper powder, oil, salt",https://www.archanaskitchen.com/kung-pao-tofu-with-vegetables-recipe
tofu mushroom curry recipe in ginger mustard sauce,"mushrooms, ginger, red bell pepper  capsicum , tofu, corn flour, soy sauce, dijon mustard, black pepper powder, salt, red chilli flakes, sesame seeds , honey,gingelly  oil",https://www.archanaskitchen.com/tofu-and-mushroom-curry-in-ginger-mustard-sauce
sprouted moong chaat recipe,"oil, mustard seeds , cumin seeds , ginger, green chilli, turmeric powder , curry leaves, green moong sprouts, mint leaves , coriander leaves, coriander leaves, mint leaves , green chilli, ginger, garlic, whole almond  badam , lemon, jaggery, salt, onion, tomato, fresh pomegranate fruit kernels, coriander leaves, chaat masala powder",https://www.archanaskitchen.com/sprouted-moong-chaat-recipe
karamani sundal recipe   spicy tossed black eyed beans recipe,"black eyed beans , coconut oil, mustard seeds , cumin seeds , ginger, green chilli, curry leaves, turmeric powder , asafoetida , dry red chilli, curry leaves, fresh coconut, coriander leaves",https://www.archanaskitchen.com/karamani-sundal-recipe-spicy-tossed-black-eyed-beans-recipe
foxtail millet upma recipe,"sesame  gingelly  oil, mustard seeds ,  urad dal , curry leaves, green chilli, dry red chilli, onion, ginger, turmeric powder , carrot , green beans, foxtail millet, lemon, coriander leaves, ghee",https://www.archanaskitchen.com/millet-upma-savory-millet-pudding
whole wheat lemon   cranberry muffins recipe,"whole wheat flour, coconut sugar, eggs, buttermilk, lemon zest, cranberries, baking powder, vanilla extract, corn flakes, brown sugar , cranberries",https://www.archanaskitchen.com/whole-wheat-lemon-cranberry-muffins-recipe
chicken spaghetti in tomato basil sauce recipe,"durum wheat spaghetti pasta, chicken breasts, tomatoes, garlic, onion, extra virgin olive oil, salt, sugar, red chilli flakes, rosemary, tarragon, coriander leaves",https://www.archanaskitchen.com/chicken-spaghetti-in-tomato-basil-sauce-recipe-pomodoro-sauce
balinese black rice pudding recipe,"black rice, coconut milk, water, palm sugar, salt, ripe bananas, palm sugar",https://www.archanaskitchen.com/balinese-black-rice-pudding-recipe
black and green grapes panna cotta recipe,"fresh cream, milk, caster sugar, gelatin, vanilla extract, water, green grapes, caster sugar, gelatin, green grapes, water, black grapes, caster sugar, gelatin, black grapes, water, green grapes",https://www.archanaskitchen.com/black-and-green-grapes-panna-cotta-recipe
butterscotch marshmallow mousse recipe,"milk, marshmallows, butterscotch chips, double cream, vanilla extract",https://www.archanaskitchen.com/butterscotch-marshmallow-eggless-mousse
chettinad style tomato vermicelli upma recipe,"semiya  vermicelli , pearl onions  sambar onions , garlic, ginger, tomatoes, mint leaves , fennel seeds , mustard seeds , whole black peppercorns, cinnamon stick , cloves , curry leaves, red chilli powder, turmeric powder , lemon juice, oil, salt",https://www.archanaskitchen.com/chettinad-style-tomato-vermicelli-recipe
fizzy pomegranate mint mocktail recipe,"fresh pomegranate fruit kernels, lemon juice, mint leaves , black salt , soda water , sugar, ice cubes",https://www.archanaskitchen.com/fizzy-pomegranate-mint-mocktail-recipe
himachali bhey recipe   stir fried lotus stem,"lotus stem, ginger, garlic, onion, red chilli powder, turmeric powder , coriander powder , gram flour  besan , oil",https://www.archanaskitchen.com/himachali-bhey-recipe-stir-fried-lotus-stem-recipe
eggless peach cobbler recipe,"peaches, caster sugar, brown sugar , lemon juice, corn flour, cinnamon powder  dalchini , nutmeg, all purpose flour , brown sugar , sugar, baking powder, salt, butter  salted , water, sugar, cinnamon powder  dalchini",https://www.archanaskitchen.com/eggless-peach-cobbler-recipe
beetroot sambar recipe   tangy beetroot lentil curry,"beetroot, pearl onions  sambar onions , toor dal , tamarind water, sambar powder, turmeric powder , salt,gingelly  oil, mustard seeds , ssp asafoetida , curry leaves, dry red chilli, coriander leaves",https://www.archanaskitchen.com/beetroot-sambar-a-tangy-beetroot-lentil-curry
eggless cake pops recipe,"all purpose flour , sugar, butter  salted , milk, baking powder, baking soda, vanilla extract, oil, dark chocolate, white chocolate, decorative sugar  cake  candy sprinkles",https://www.archanaskitchen.com/eggless-cake-pops-recipe
crunchy carrot peanut raita recipe   gajar moongphali raita,"carrot , curd , raw peanuts , dry red chilli, kashmiri red chilli powder, green chilli, salt",https://www.archanaskitchen.com/carrot-raita-recipe-with-peanuts-gajar-moongphali-raita
delicious breakfast anda ghotala recipe with butter pav,"butter  salted , cumin seeds , garlic, green chilli, onions, salt, turmeric powder , red chilli powder, coriander powder , tomatoes, pav bhaji masala, cumin powder , egg, butter  salted , eggs, salt, pav bhaji masala, coriander leaves, pav bhaji masala, coriander leaves",https://www.archanaskitchen.com/delicious-breakfast-anda-ghotala-recipe-with-butter-pav
kerala style coconut milk stew pasta recipe   indian style,"pasta  fusilli, coconut milk, carrot , cauliflower  , green peas , beans, onion, cardamom seeds, black pepper powder, cinnamon stick , cloves , green chilli, ginger, lukewarm water, curry leaves, salt, oil",https://www.archanaskitchen.com/kerala-style-coconut-milk-stew-with-pasta
gilka bhajji recipe silk squash fritters,"gilka  sponge silk squash , gram flour  besan , rice flour, carom seeds , red chilli powder, garlic, turmeric powder , coriander leaves, lemon juice, salt, oil",https://www.archanaskitchen.com/gilka-bhajji-recipe-silk-squash-fritters
delicious spicy chyawanprash cookies recipe,"whole wheat flour, flax seed powder  flax meal , butter  salted , brown sugar , baking powder, water, dry ginger powder, chyawanprash, salt, milk, caster sugar",https://www.archanaskitchen.com/delicious-spicy-chyawanprash-cookies-recipe
mogre ka sharbat recipe   fresh jasmine drink,"sugar, water, saffron strands, cardamom powder , fresh jasmine buds, milk",https://www.archanaskitchen.com/mogra-sharbat-recipe-fresh-jasmine-drink
palak  spinach  puri recipe,"whole wheat flour, spinach leaves , ginger, green chilli, cumin powder , water, oil",https://www.archanaskitchen.com/palak-spinach-puri-recipe
penne pasta recipe in spinach pesto sauce,"quinoa penne pasta, cherry tomatoes, milk, salt and pepper, spinach, basil leaves, garlic, whole almond  badam , cumin powder , red chilli powder, salt and pepper",https://www.archanaskitchen.com/yummy-creamy-spinach-pesto-penne-pasta-recipe-kids-recipes-made-with-del-monte
orange   date muffin recipe,"whole wheat flour, all purpose flour , brown sugar , baking powder, baking soda, salt, cinnamon powder  dalchini , orange zest  rind , fresh orange juice, butter  unsalted , buttermilk, whole egg, dates, walnuts",https://www.archanaskitchen.com/orange-date-muffin-recipe
besan ka sheera recipe  natural cold remedy,"milk, whole black peppercorns, turmeric powder , jaggery, ghee, pistachios, saffron strands",https://www.archanaskitchen.com/besan-ka-sheera-natural-cold-remedy
muesli ragi chocolate chip cookies recipe,"muesli, all purpose flour , ragi flour  finger millet  nagli , cinnamon powder  dalchini , baking powder, salt, extra virgin olive oil, jaggery, nutmeg, chocolate chips",https://www.archanaskitchen.com/muesli-ragi-chocolate-chip-cookies-recipe
fresh figs strawberry and banana smoothie recipe,"fresh figs, strawberries, ripe bananas, milk, sugar, ice cubes",https://www.archanaskitchen.com/fresh-figs-strawberry-and-banana-smoothie
ujju rotti recipe  indian rice flat bread,"rice flour, water, salt, oil",https://www.archanaskitchen.com/ujju-rotti-recipe-indian-rice-flat-bread
thai grilled pineapple recipe,"pineapple, fresh coconut, butter  salted , lemon juice, palm sugar, hung curd  greek curd",https://www.archanaskitchen.com/thai-grilled-pineapple-recipe
no bake mango curd cheesecake recipe with raspberries,"mango pulp  puree , britannia cream cheese, hung curd  greek curd , sugar, gelatin, water, raspberry compote, marie biscuit, butter  salted",https://www.archanaskitchen.com/no-bake-mango-and-curd-cheesecake-recipe-with-raspberries
eggless whole wheat tutti frutti cake recipe,"whole wheat flour, brown sugar , baking powder, baking soda, salt, curd , water, oil, vanilla extract, tutti frutti",https://www.archanaskitchen.com/whole-wheat-eggless-tutti-fruity-cake-recipe
bisi bele bath recipe   a spicy mixed vegetable sambar rice,"bengal gram dal ,  urad dal , cinnamon stick , cloves , cardamom seeds, dry red chilli, methi seeds , poppy seeds, coriander seeds, fresh coconut, turmeric powder , asafoetida , pearl onions  sambar onions , green bell peppers ,carrot , green peas , beans, potato , drumstick, tomatoes, tamarind water, jaggery, salt, rice, toor dal , turmeric powder , salt, ghee, mustard seeds , cumin seeds , dry red chilli, curry leaves, coriander leaves, boondi",https://www.archanaskitchen.com/bisi-bele-bath-recipe-a-spicy-mixed-vegetable-sambar-rice
apricot muesli coffee slice recipe,"ragi flour  finger millet  nagli , jaggery, muesli, instant coffee powder, extra virgin olive oil, curd , vanilla extract, apricots, egg white",https://www.archanaskitchen.com/apricot-muesli-coffee-slice-recipe
pathare prabhu roath recipe  semolina cake,"sooji  semolina  rava , sugar, milk, ghee, baking powder, cardamom powder , nutmeg, pistachios, sultana raisins, saffron strands",https://www.archanaskitchen.com/pathare-prabhu-roath-recipe-semolina-cake
malabar style ney pathiri recipe  fried masala rice puri,"rice flour, salt, oil, onion, cumin seeds , fresh coconut",https://www.archanaskitchen.com/malabar-style-neypathiri-recipe-fried-masala-rice-puri
karnataka style tamarind gojju recipe,"tamarind water, tomato, green chilli, red chilli powder, ginger, salt, mustard seeds , curry leaves, oil",https://www.archanaskitchen.com/karnataka-style-tamarind-gojju-recipe
